Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
58,High School,Education,4,Urban,10,Married,Full-Time,7,Rent,Apartment,Male,Biking,388119.0
38,High School,Education,3,Suburban,7,Married,Part-Time,2,Own,Apartment,Male,Biking,2890510.4000000004
19,Master'S,Healthcare,3,Suburban,27,Married,Part-Time,1,Rent,Single-Family Home,Male,Public Transit,328105.0
44,Bachelor'S,Healthcare,5,Urban,45,Single,Full-Time,7,Rent,Townhouse,Male,Biking,70170.0
26,Bachelor'S,Others,3,Urban,40,Single,Full-Time,5,Rent,Apartment,Male,Walking,55492.0
18,High School,Healthcare,3,Urban,17,Divorced,Part-Time,3,Rent,Apartment,Female,Biking,2890510.4000000004
28,Bachelor'S,Others,4,Rural,29,Single,Full-Time,2,Own,Apartment,Male,Car,79888.0
20,Bachelor'S,Technology,0,Urban,13,Married,Part-Time,4,Rent,Single-Family Home,Female,Public Transit,461892.0
65,Doctorate,Technology,1,Urban,8,Married,Part-Time,6,Own,Townhouse,Female,Public Transit,2890510.4000000004
40,Master'S,Healthcare,5,Urban,9,Married,Part-Time,6,Own,Apartment,Male,Public Transit,644694.0
43,High School,Technology,3,Urban,24,Married,Full-Time,4,Rent,Townhouse,Male,Public Transit,2890510.4000000004
21,Bachelor'S,Technology,1,Urban,26,Single,Part-Time,1,Own,Single-Family Home,Female,Public Transit,74386.0
35,Bachelor'S,Education,1,Urban,1,Divorced,Full-Time,2,Rent,Apartment,Female,Public Transit,36121.95
23,Bachelor'S,Healthcare,4,Rural,2,Single,Self-Employed,4,Own,Apartment,Male,Public Transit,70072.0
52,Master'S,Healthcare,1,Urban,28,Single,Full-Time,4,Own,Apartment,Female,Biking,74326.0
39,Bachelor'S,Technology,3,Urban,36,Married,Full-Time,4,Own,Apartment,Female,Public Transit,73456.0
60,High School,Education,5,Urban,26,Single,Full-Time,1,Rent,Townhouse,Female,Public Transit,117984.0
32,Bachelor'S,Finance,1,Suburban,3,Married,Part-Time,1,Rent,Single-Family Home,Female,Public Transit,55238.0
39,High School,Finance,4,Urban,34,Married,Part-Time,2,Rent,Townhouse,Female,Walking,2890510.4000000004
54,Master'S,Education,5,Urban,26,Single,Full-Time,1,Own,Apartment,Female,Walking,69114.0
65,Bachelor'S,Technology,5,Urban,18,Single,Part-Time,1,Own,Single-Family Home,Male,Public Transit,65326.0
59,Bachelor'S,Healthcare,5,Urban,9,Single,Full-Time,5,Own,Townhouse,Female,Biking,72070.0
29,High School,Finance,3,Urban,25,Single,Part-Time,1,Own,Single-Family Home,Male,Biking,67732.0
64,Master'S,Healthcare,4,Urban,6,Single,Full-Time,2,Rent,Apartment,Female,Car,74932.0
65,Master'S,Healthcare,2,Urban,26,Married,Self-Employed,1,Own,Apartment,Female,Walking,73374.0
59,Bachelor'S,Healthcare,0,Urban,29,Single,Self-Employed,6,Own,Single-Family Home,Female,Biking,82521.0
55,High School,Finance,1,Suburban,11,Single,Self-Employed,6,Own,Apartment,Female,Biking,72720.0
35,Bachelor'S,Healthcare,1,Urban,39,Single,Self-Employed,1,Rent,Townhouse,Female,Public Transit,71436.0
62,High School,Healthcare,1,Rural,4,Married,Full-Time,5,Rent,Single-Family Home,Female,Car,72874.0
52,High School,Education,2,Urban,12,Married,Full-Time,6,Own,Apartment,Female,Public Transit,659404.0
47,High School,Healthcare,5,Suburban,40,Divorced,Full-Time,2,Rent,Apartment,Female,Biking,52679.0
41,High School,Finance,5,Urban,3,Married,Full-Time,6,Own,Townhouse,Female,Public Transit,64880.0
59,Bachelor'S,Technology,0,Urban,1,Single,Full-Time,4,Rent,Single-Family Home,Female,Walking,73218.0
47,Doctorate,Others,4,Suburban,36,Single,Part-Time,5,Own,Apartment,Male,Car,66530.0
31,Bachelor'S,Healthcare,2,Urban,33,Single,Part-Time,1,Rent,Townhouse,Female,Walking,2478251.0
23,High School,Healthcare,2,Urban,45,Married,Self-Employed,3,Own,Single-Family Home,Male,Public Transit,66308.0
20,Bachelor'S,Finance,3,Suburban,5,Married,Full-Time,5,Own,Apartment,Male,Biking,2552023.0
33,Bachelor'S,Technology,5,Suburban,25,Single,Part-Time,5,Rent,Single-Family Home,Male,Public Transit,180920.0
24,High School,Healthcare,2,Urban,10,Married,Full-Time,2,Rent,Single-Family Home,Male,Biking,71580.0
65,Master'S,Technology,2,Urban,41,Married,Self-Employed,4,Own,Apartment,Female,Public Transit,106278.0
31,Bachelor'S,Finance,1,Urban,0,Married,Self-Employed,4,Rent,Single-Family Home,Female,Walking,74534.0
26,Doctorate,Healthcare,5,Rural,33,Single,Full-Time,4,Rent,Single-Family Home,Female,Public Transit,74986.0
32,Bachelor'S,Finance,3,Urban,20,Single,Full-Time,5,Own,Single-Family Home,Male,Walking,72708.0
38,Bachelor'S,Healthcare,4,Suburban,9,Single,Full-Time,3,Own,Apartment,Female,Car,446952.0
52,High School,Others,0,Urban,4,Married,Part-Time,2,Own,Single-Family Home,Male,Biking,203630.0
19,Bachelor'S,Technology,4,Urban,25,Married,Full-Time,3,Own,Single-Family Home,Female,Car,74026.0
44,High School,Healthcare,3,Urban,43,Married,Part-Time,4,Own,Townhouse,Male,Car,69322.0
19,Master'S,Education,1,Urban,18,Single,Part-Time,5,Rent,Single-Family Home,Female,Car,90868.0
52,Master'S,Others,0,Urban,20,Married,Part-Time,4,Rent,Apartment,Female,Biking,74226.0
35,Master'S,Finance,4,Urban,33,Married,Self-Employed,3,Own,Apartment,Female,Public Transit,118598.0
31,Master'S,Education,5,Urban,28,Single,Part-Time,4,Own,Apartment,Female,Public Transit,2890510.4000000004
37,Master'S,Technology,5,Urban,37,Single,Part-Time,1,Own,Apartment,Female,Walking,73162.0
35,High School,Technology,0,Urban,14,Married,Full-Time,2,Rent,Apartment,Male,Car,120386.0
27,Bachelor'S,Healthcare,0,Urban,39,Married,Part-Time,3,Rent,Single-Family Home,Male,Biking,1478005.0
42,Bachelor'S,Healthcare,0,Suburban,15,Divorced,Part-Time,1,Rent,Apartment,Female,Car,70482.0
19,Bachelor'S,Technology,2,Urban,45,Married,Self-Employed,4,Own,Apartment,Male,Car,49679.0
42,Master'S,Education,3,Urban,17,Married,Part-Time,2,Rent,Single-Family Home,Male,Public Transit,66358.0
50,High School,Healthcare,5,Rural,45,Married,Part-Time,2,Own,Single-Family Home,Male,Public Transit,501522.0
53,High School,Finance,5,Urban,0,Single,Part-Time,2,Rent,Townhouse,Male,Public Transit,69716.0
48,Master'S,Technology,3,Rural,10,Married,Full-Time,5,Own,Single-Family Home,Male,Public Transit,2890510.4000000004
31,Bachelor'S,Education,1,Urban,35,Divorced,Full-Time,2,Own,Apartment,Female,Car,67070.0
18,High School,Healthcare,5,Urban,31,Single,Full-Time,1,Rent,Single-Family Home,Female,Public Transit,169458.0
63,Master'S,Technology,4,Urban,27,Single,Full-Time,3,Own,Townhouse,Male,Car,127968.0
33,Master'S,Technology,1,Urban,5,Married,Full-Time,1,Own,Single-Family Home,Female,Car,66788.0
63,High School,Technology,4,Urban,6,Divorced,Part-Time,4,Rent,Townhouse,Female,Biking,71378.0
65,Master'S,Healthcare,0,Urban,39,Single,Self-Employed,5,Own,Townhouse,Male,Biking,69138.0
20,Master'S,Technology,5,Suburban,23,Married,Self-Employed,5,Own,Townhouse,Female,Car,39111.0
52,Master'S,Others,4,Urban,9,Married,Full-Time,4,Rent,Townhouse,Male,Biking,86843.0
58,Master'S,Education,4,Urban,29,Married,Full-Time,3,Rent,Single-Family Home,Male,Car,347909.0
23,Bachelor'S,Healthcare,0,Urban,16,Married,Full-Time,5,Own,Single-Family Home,Male,Walking,68952.0
42,Bachelor'S,Finance,1,Suburban,43,Divorced,Full-Time,4,Own,Single-Family Home,Female,Public Transit,49379.0
30,High School,Healthcare,4,Urban,7,Single,Full-Time,4,Rent,Apartment,Male,Public Transit,864227.0
65,High School,Healthcare,5,Urban,11,Single,Part-Time,7,Own,Apartment,Male,Public Transit,66036.0
51,Bachelor'S,Healthcare,1,Suburban,25,Single,Full-Time,7,Rent,Apartment,Male,Car,480848.0
25,Bachelor'S,Healthcare,1,Rural,16,Single,Full-Time,4,Own,Townhouse,Male,Public Transit,73786.0
38,High School,Education,3,Urban,34,Single,Part-Time,7,Own,Single-Family Home,Female,Public Transit,67698.0
51,Bachelor'S,Healthcare,5,Rural,45,Single,Full-Time,7,Rent,Apartment,Female,Public Transit,115444.0
21,High School,Others,5,Urban,43,Married,Part-Time,4,Rent,Single-Family Home,Female,Walking,69868.0
42,Master'S,Technology,0,Rural,4,Married,Full-Time,2,Own,Apartment,Male,Car,769594.0
32,High School,Technology,0,Urban,44,Married,Full-Time,3,Own,Single-Family Home,Male,Car,36121.95
21,Bachelor'S,Education,2,Suburban,10,Single,Full-Time,6,Own,Townhouse,Female,Public Transit,68592.0
62,Bachelor'S,Technology,5,Suburban,15,Single,Full-Time,4,Rent,Single-Family Home,Female,Car,447186.0
29,High School,Education,1,Urban,41,Single,Full-Time,7,Rent,Single-Family Home,Male,Biking,821963.0
49,Master'S,Finance,2,Urban,29,Single,Full-Time,7,Own,Apartment,Female,Walking,74004.0
49,Bachelor'S,Finance,5,Urban,39,Single,Full-Time,2,Rent,Single-Family Home,Male,Public Transit,70330.0
45,Bachelor'S,Technology,0,Urban,5,Single,Part-Time,2,Own,Single-Family Home,Male,Biking,70784.0
30,High School,Technology,0,Urban,19,Married,Full-Time,1,Own,Single-Family Home,Female,Public Transit,65582.0
48,Bachelor'S,Finance,5,Rural,19,Single,Full-Time,6,Own,Apartment,Male,Public Transit,2731771.0
31,High School,Technology,2,Urban,23,Single,Part-Time,4,Own,Townhouse,Male,Biking,72244.0
37,Bachelor'S,Healthcare,0,Urban,26,Single,Part-Time,2,Rent,Apartment,Female,Biking,53229.0
35,Bachelor'S,Healthcare,0,Urban,2,Married,Full-Time,6,Rent,Townhouse,Male,Public Transit,124645.0
46,Master'S,Others,3,Urban,23,Single,Full-Time,1,Rent,Apartment,Female,Biking,36121.95
23,Bachelor'S,Healthcare,4,Urban,9,Single,Full-Time,1,Rent,Townhouse,Male,Public Transit,78426.0
49,High School,Finance,5,Urban,24,Single,Full-Time,7,Own,Single-Family Home,Male,Car,71414.0
46,High School,Healthcare,3,Suburban,27,Married,Part-Time,4,Own,Apartment,Male,Public Transit,402252.0
60,Bachelor'S,Education,4,Suburban,17,Married,Part-Time,7,Own,Townhouse,Male,Car,2890510.4000000004
19,High School,Technology,5,Suburban,41,Single,Part-Time,5,Rent,Apartment,Male,Public Transit,36121.95
40,High School,Healthcare,3,Suburban,44,Married,Full-Time,2,Rent,Townhouse,Male,Public Transit,72594.0
36,Master'S,Finance,3,Urban,13,Married,Self-Employed,5,Own,Single-Family Home,Female,Car,144325.0
48,High School,Technology,5,Suburban,0,Single,Self-Employed,1,Own,Apartment,Female,Biking,65426.0
65,Master'S,Technology,1,Urban,19,Single,Full-Time,5,Own,Apartment,Female,Biking,74294.0
22,High School,Technology,2,Urban,45,Divorced,Full-Time,5,Rent,Apartment,Male,Public Transit,1053578.0
36,Doctorate,Healthcare,5,Urban,24,Married,Part-Time,4,Rent,Single-Family Home,Male,Walking,74938.0
51,Bachelor'S,Education,3,Urban,11,Married,Part-Time,1,Own,Single-Family Home,Male,Public Transit,1091471.0
27,Master'S,Healthcare,1,Urban,45,Single,Part-Time,3,Own,Apartment,Male,Public Transit,72266.0
42,High School,Education,3,Urban,38,Married,Self-Employed,2,Rent,Apartment,Male,Public Transit,103942.0
19,Master'S,Others,2,Urban,45,Single,Full-Time,7,Own,Apartment,Male,Car,66734.0
28,Master'S,Technology,1,Urban,8,Single,Full-Time,4,Own,Apartment,Female,Public Transit,64888.0
65,Bachelor'S,Finance,5,Suburban,8,Married,Full-Time,4,Own,Single-Family Home,Female,Walking,65482.0
48,Bachelor'S,Technology,4,Urban,41,Married,Full-Time,3,Rent,Single-Family Home,Male,Biking,64932.0
32,Master'S,Healthcare,2,Rural,40,Divorced,Full-Time,4,Own,Single-Family Home,Male,Walking,64968.0
26,High School,Technology,0,Urban,24,Single,Full-Time,1,Own,Apartment,Male,Biking,64878.0
40,Bachelor'S,Finance,5,Urban,29,Married,Part-Time,4,Own,Apartment,Female,Biking,72716.0
36,Master'S,Healthcare,5,Urban,45,Single,Full-Time,4,Own,Single-Family Home,Female,Car,65240.0
26,Bachelor'S,Finance,5,Rural,39,Married,Part-Time,3,Own,Townhouse,Male,Walking,70804.0
52,High School,Technology,1,Urban,27,Single,Full-Time,2,Rent,Single-Family Home,Male,Car,2890510.4000000004
38,Bachelor'S,Healthcare,0,Urban,1,Married,Full-Time,6,Own,Townhouse,Female,Car,72540.0
26,Master'S,Technology,1,Urban,24,Single,Full-Time,2,Own,Apartment,Female,Car,68540.0
45,High School,Education,4,Urban,17,Married,Full-Time,5,Rent,Apartment,Female,Public Transit,2890510.4000000004
63,High School,Healthcare,1,Urban,23,Married,Part-Time,7,Rent,Single-Family Home,Male,Biking,115535.0
65,High School,Finance,5,Suburban,17,Single,Part-Time,1,Own,Single-Family Home,Female,Biking,2890510.4000000004
24,Master'S,Others,3,Urban,26,Married,Part-Time,3,Own,Townhouse,Female,Public Transit,71374.0
33,High School,Finance,0,Urban,43,Single,Full-Time,7,Own,Single-Family Home,Female,Biking,261373.0
33,Bachelor'S,Finance,0,Urban,34,Married,Self-Employed,2,Rent,Apartment,Female,Car,69278.0
50,Bachelor'S,Others,1,Urban,33,Married,Full-Time,3,Rent,Single-Family Home,Male,Car,1402626.0
21,Master'S,Others,3,Rural,37,Divorced,Part-Time,6,Rent,Single-Family Home,Male,Public Transit,58062.0
21,Doctorate,Healthcare,3,Suburban,5,Single,Full-Time,5,Rent,Single-Family Home,Male,Public Transit,70098.0
56,High School,Technology,1,Urban,45,Single,Full-Time,7,Own,Apartment,Male,Public Transit,68040.0
57,Bachelor'S,Healthcare,2,Urban,15,Single,Part-Time,7,Own,Townhouse,Female,Car,70478.0
34,Master'S,Technology,4,Rural,22,Single,Part-Time,2,Own,Single-Family Home,Male,Biking,2890510.4000000004
54,High School,Others,1,Urban,27,Single,Part-Time,3,Rent,Single-Family Home,Male,Car,73054.0
56,High School,Healthcare,5,Urban,12,Single,Full-Time,6,Rent,Single-Family Home,Female,Car,72856.0
65,Master'S,Technology,3,Rural,11,Married,Full-Time,1,Rent,Single-Family Home,Female,Walking,786574.0
46,Doctorate,Technology,4,Urban,10,Married,Self-Employed,7,Own,Single-Family Home,Male,Walking,66236.0
65,Bachelor'S,Healthcare,1,Urban,45,Married,Full-Time,1,Rent,Apartment,Female,Car,2219656.0
53,High School,Healthcare,4,Urban,45,Married,Full-Time,5,Rent,Apartment,Male,Car,107920.0
55,Bachelor'S,Technology,2,Rural,21,Single,Full-Time,2,Rent,Apartment,Male,Public Transit,254877.0
56,High School,Healthcare,3,Urban,30,Married,Full-Time,2,Rent,Single-Family Home,Female,Biking,298512.0
65,Master'S,Technology,2,Urban,26,Married,Full-Time,7,Own,Townhouse,Male,Public Transit,516714.0
54,Master'S,Technology,2,Suburban,26,Single,Part-Time,1,Rent,Single-Family Home,Female,Car,2890510.4000000004
65,Master'S,Technology,3,Suburban,39,Married,Part-Time,6,Rent,Single-Family Home,Male,Car,2890510.4000000004
52,High School,Healthcare,5,Urban,25,Married,Full-Time,7,Rent,Apartment,Male,Car,66356.0
24,Bachelor'S,Technology,2,Urban,6,Married,Self-Employed,5,Own,Townhouse,Male,Car,65658.0
44,High School,Healthcare,1,Urban,10,Married,Part-Time,4,Own,Single-Family Home,Female,Car,2890510.4000000004
45,Bachelor'S,Others,1,Urban,21,Married,Part-Time,7,Rent,Single-Family Home,Female,Walking,47801.0
39,Master'S,Education,4,Urban,39,Married,Part-Time,1,Own,Single-Family Home,Female,Car,66152.0
31,High School,Others,1,Suburban,18,Married,Part-Time,1,Own,Apartment,Male,Public Transit,131558.0
24,Bachelor'S,Finance,1,Urban,37,Married,Full-Time,3,Own,Apartment,Male,Car,74500.0
54,Bachelor'S,Finance,4,Urban,19,Single,Part-Time,5,Rent,Apartment,Female,Biking,57108.0
39,Doctorate,Education,0,Urban,18,Married,Self-Employed,4,Rent,Single-Family Home,Male,Public Transit,68104.0
22,Master'S,Healthcare,3,Urban,18,Single,Full-Time,6,Own,Apartment,Male,Biking,67674.0
19,Master'S,Education,1,Suburban,35,Married,Part-Time,7,Own,Apartment,Female,Biking,2890510.4000000004
44,Bachelor'S,Healthcare,4,Suburban,45,Married,Part-Time,5,Own,Townhouse,Male,Biking,71708.0
38,High School,Others,2,Urban,26,Married,Full-Time,5,Own,Apartment,Female,Car,2890510.4000000004
55,Bachelor'S,Education,2,Urban,16,Divorced,Self-Employed,1,Rent,Apartment,Female,Public Transit,39662.0
32,Bachelor'S,Others,5,Urban,17,Single,Full-Time,1,Own,Single-Family Home,Female,Biking,68116.0
38,Bachelor'S,Finance,1,Urban,19,Single,Full-Time,1,Rent,Single-Family Home,Male,Car,68770.0
27,Bachelor'S,Healthcare,3,Urban,43,Divorced,Self-Employed,7,Own,Single-Family Home,Male,Public Transit,66040.0
40,Bachelor'S,Technology,4,Urban,41,Married,Full-Time,3,Own,Apartment,Female,Car,67280.0
56,High School,Healthcare,5,Urban,40,Married,Part-Time,4,Own,Apartment,Male,Car,2890510.4000000004
22,High School,Healthcare,5,Urban,7,Married,Part-Time,6,Own,Apartment,Female,Biking,73830.0
18,Bachelor'S,Healthcare,4,Urban,39,Married,Full-Time,6,Own,Townhouse,Male,Public Transit,68284.0
30,Bachelor'S,Others,4,Urban,10,Married,Full-Time,4,Rent,Apartment,Male,Car,2890510.4000000004
38,Bachelor'S,Technology,4,Urban,29,Married,Self-Employed,7,Own,Townhouse,Female,Biking,653830.0
43,Bachelor'S,Technology,4,Suburban,11,Single,Full-Time,7,Own,Apartment,Male,Biking,2890510.4000000004
65,High School,Healthcare,3,Urban,22,Divorced,Part-Time,5,Rent,Townhouse,Female,Public Transit,112205.0
62,Master'S,Technology,4,Rural,5,Single,Full-Time,6,Own,Apartment,Female,Walking,150681.0
38,Master'S,Education,3,Urban,34,Single,Self-Employed,6,Rent,Apartment,Male,Car,710172.0
65,Bachelor'S,Education,3,Urban,14,Married,Self-Employed,6,Own,Townhouse,Male,Public Transit,69280.0
35,Bachelor'S,Healthcare,3,Urban,37,Married,Full-Time,1,Rent,Apartment,Male,Car,233466.0
54,Bachelor'S,Education,2,Urban,27,Married,Part-Time,6,Own,Single-Family Home,Female,Car,75278.0
62,Master'S,Technology,0,Suburban,6,Single,Self-Employed,5,Rent,Single-Family Home,Female,Public Transit,72998.0
49,Master'S,Healthcare,5,Urban,5,Married,Self-Employed,1,Own,Single-Family Home,Female,Public Transit,73546.0
53,Bachelor'S,Others,1,Urban,26,Married,Full-Time,5,Own,Townhouse,Male,Biking,71304.0
34,Bachelor'S,Healthcare,2,Urban,1,Married,Full-Time,5,Rent,Apartment,Male,Car,144065.0
52,Bachelor'S,Technology,0,Urban,5,Single,Full-Time,3,Own,Townhouse,Female,Public Transit,73046.0
65,Bachelor'S,Healthcare,5,Urban,31,Married,Part-Time,6,Own,Townhouse,Male,Public Transit,69194.0
28,Bachelor'S,Healthcare,2,Urban,28,Married,Self-Employed,3,Own,Single-Family Home,Male,Biking,71538.0
38,Bachelor'S,Others,5,Urban,33,Divorced,Part-Time,6,Own,Single-Family Home,Male,Biking,69298.0
65,Bachelor'S,Finance,3,Suburban,0,Single,Full-Time,7,Rent,Townhouse,Female,Public Transit,71922.0
65,High School,Technology,3,Urban,14,Single,Full-Time,5,Own,Apartment,Male,Car,72162.0
43,Doctorate,Others,4,Urban,9,Single,Self-Employed,7,Own,Apartment,Male,Biking,64896.0
21,Master'S,Finance,3,Urban,9,Married,Full-Time,1,Own,Apartment,Female,Car,66836.0
51,Bachelor'S,Technology,2,Suburban,9,Married,Part-Time,7,Own,Apartment,Female,Car,803923.0
65,Bachelor'S,Finance,5,Suburban,36,Married,Part-Time,5,Rent,Townhouse,Male,Public Transit,72224.0
65,High School,Education,1,Urban,31,Married,Self-Employed,7,Own,Apartment,Male,Public Transit,72530.0
35,High School,Technology,5,Urban,35,Single,Full-Time,1,Own,Apartment,Female,Car,71776.0
57,High School,Finance,3,Urban,24,Single,Full-Time,2,Rent,Apartment,Male,Public Transit,498718.0
52,Bachelor'S,Healthcare,5,Urban,14,Single,Self-Employed,4,Rent,Apartment,Female,Car,46683.0
58,Master'S,Others,0,Urban,8,Single,Part-Time,5,Own,Apartment,Female,Car,1618768.0
46,Bachelor'S,Healthcare,5,Urban,15,Married,Full-Time,7,Own,Single-Family Home,Male,Car,66852.0
65,Bachelor'S,Others,2,Suburban,40,Single,Full-Time,2,Own,Apartment,Female,Car,70852.0
46,Bachelor'S,Education,0,Urban,18,Married,Full-Time,5,Own,Apartment,Female,Walking,68428.0
55,High School,Education,4,Urban,45,Single,Self-Employed,3,Own,Single-Family Home,Male,Walking,68662.0
59,High School,Healthcare,4,Urban,43,Married,Full-Time,4,Own,Apartment,Female,Biking,69830.0
38,Master'S,Others,5,Suburban,11,Married,Self-Employed,7,Own,Single-Family Home,Male,Biking,73328.0
59,Master'S,Healthcare,1,Urban,34,Single,Full-Time,5,Rent,Apartment,Female,Biking,2890510.4000000004
30,Bachelor'S,Technology,2,Urban,45,Married,Full-Time,6,Own,Single-Family Home,Female,Public Transit,53631.0
65,Bachelor'S,Technology,1,Urban,42,Single,Self-Employed,7,Own,Apartment,Male,Biking,98044.0
58,Master'S,Healthcare,0,Urban,4,Married,Self-Employed,3,Own,Apartment,Male,Walking,72674.0
34,High School,Others,1,Urban,37,Married,Full-Time,3,Rent,Single-Family Home,Male,Car,620764.0
26,Master'S,Healthcare,0,Urban,5,Married,Full-Time,2,Rent,Single-Family Home,Male,Biking,349513.0
58,Bachelor'S,Technology,1,Urban,45,Married,Part-Time,6,Own,Single-Family Home,Female,Car,71340.0
18,Bachelor'S,Technology,4,Urban,13,Single,Full-Time,3,Rent,Single-Family Home,Male,Walking,312945.0
19,High School,Healthcare,2,Urban,45,Single,Self-Employed,7,Rent,Single-Family Home,Female,Public Transit,69112.0
